2 9.814543404220885e-02 0.000000000000000e+00

3 3.457020956871601e-02 4.348882226222298e-02

4 1.513165220683503e-02 1.712907930643568e-02

5 7.612765549869877e-03 8.640922384336997e-03

6 4.579313699665470e-03 3.552073691392120e-03

7 2.976265589049585e-03 1.436289126577646e-03

8 2.389040482446058e-03 6.262221328907033e-04

9 2.033784759625633e-03 2.593032403148296e-04

10 1.964986634078840e-03 1.103555620843144e-04

11 1.888340890474958e-03 4.598229314725041e-05

12 1.847558989095683e-03 1.890945714467159e-05

13 2.302547359210160e-03 7.626463182736834e-06

14 2.732677427676173e-03 3.212446067049360e-06

15 3.648858953667536e-03 1.274252492326626e-06

16 5.412801327207086e-03 5.227658296687857e-07

17 7.883539127535474e-03 2.354250369054234e-07

18 1.373176011344504e-02 9.436475931311372e-08

19 1.995208547328897e-02 3.523448276801378e-08

20 3.817867574980686e-02 1.683299740159872e-08

21 7.317819156869275e-02 7.189438064354000e-09

22 1.349673469544808e-01 2.388031604138956e-09

23 2.734988764131406e-01 1.272409365017946e-09

24 5.683986108557586e-01 3.284878357096042e-10

25 1.208949314207323e+00 5.060963064542418e-10

26 3.139074850413334e+00 8.375400643702560e-11

27 6.266232158285925e+00 4.161499639157362e-11

28 1.739768690324230e+01 1.063546877385984e-11

29 4.176562115338822e+01 3.267804062917052e-12

30 1.110009191283569e+02 1.954817034769140e-12

31 2.428674455195471e+02 6.021788252604231e-13

32 8.437430534518737e+02 4.106869056476756e-13

33 1.734629143418267e+03 1.602404910339271e-13

34 6.419999177614578e+03 5.078651924314266e-14

35 1.785048291296088e+04 1.587058052484764e-14

36 6.466762423806093e+04 5.062277326032407e-15

37 1.924583800801829e+05 2.052680990519679e-15

38 5.762892087416045e+05 8.312343831670865e-16

39 2.535877008098115e+06 5.139666314976037e-16

40 6.989911286868940e+06 6.964936333140734e-17

41 2.458372045056842e+07 9.384140022042615e-17

42 8.724970410563675e+07 1.066394100824801e-17

43 2.777887782428088e+08 4.189509323233090e-18

44 1.036330061291664e+09 1.963221114362652e-18

45 4.177129079293439e+09 1.641733173872918e-18

46 1.575848310973813e+10 4.680986128900138e-19

47 7.029241287364581e+10 1.352995313072330e-18

48 2.430973385859690e+11 2.859272244631373e-19

49 1.192947368394086e+12 1.874021328657299e-20

50 4.765726904207008e+12 1.141960586641576e-20

